Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Recency,Frequency,Monetary,EngagementScore,ComplaintRatio,Churn
2.0,0,1.0,26.0,3,1,2.0,3.0,4,1.0,1,2.0,0.0,13.0,1.0,3.0,10.0,138.12,10.0,3.0,138.12,2.4000000000000004,0.0,0
5.0,0,3.0,16.0,5,1,3.0,3.0,2,1.0,2,9.0,0.0,13.0,0.0,1.0,0.0,146.48,0.0,1.0,146.48,3.0,0.0,0
15.0,0,1.0,16.0,1,1,3.0,3.0,3,3.0,1,4.0,0.0,22.0,3.0,3.0,3.0,129.36,3.0,3.0,129.36,3.0,0.0,0
9.0,2,1.0,15.0,4,0,3.0,3.0,3,3.0,2,5.0,0.0,12.0,0.0,2.0,0.0,121.05000000000001,0.0,2.0,121.05000000000001,3.0,0.0,0
19.0,1,1.0,8.0,4,1,2.0,3.0,0,1.0,1,4.0,0.0,14.0,0.0,4.0,7.0,185.78,7.0,4.0,185.78,2.4000000000000004,0.0,0
1.0,0,2.0,7.0,4,1,3.0,3.0,3,1.0,1,2.0,0.0,15.0,1.0,2.0,2.0,127.06,2.0,2.0,127.06,3.0,0.0,0
2.0,1,1.0,35.0,4,1,3.0,5.0,2,3.0,1,9.0,0.0,17.0,0.0,1.0,6.0,163.84,6.0,1.0,163.84,3.8,0.0,0
15.0,2,1.0,14.0,4,1,2.0,3.0,4,3.0,2,5.0,0.0,13.0,1.0,1.0,0.0,139.68,0.0,1.0,139.68,2.4000000000000004,0.0,0
0.0,1,3.0,8.0,5,1,2.0,4.0,2,4.0,2,8.0,1.0,12.0,1.0,2.0,2.0,199.07,2.0,2.0,199.07,2.8,0.12499984375019532,1
19.0,1,3.0,9.0,2,0,2.0,1.0,1,5.0,1,3.0,0.0,12.0,2.0,2.0,8.0,232.25,8.0,2.0,232.25,1.6,0.0,0
0.0,2,3.0,29.0,3,0,2.0,4.0,2,3.0,1,2.0,0.0,21.0,3.0,5.0,8.0,135.4,8.0,5.0,135.4,2.8,0.0,0
2.0,2,2.0,12.0,0,1,3.0,4.0,3,4.0,1,2.0,0.0,11.0,1.0,1.0,0.0,128.04,0.0,1.0,128.04,3.4,0.0,0
16.0,1,1.0,12.0,3,0,2.0,4.0,5,3.0,1,8.0,0.0,15.0,6.0,6.0,14.0,293.92,14.0,6.0,293.92,2.8,0.0,0
21.0,1,1.0,16.0,4,1,3.0,4.0,5,4.0,1,5.0,0.0,15.0,3.0,12.0,9.0,296.65,9.0,12.0,296.65,3.4,0.0,0
0.0,0,1.0,14.0,4,1,3.0,4.0,3,1.0,2,2.0,1.0,24.0,1.0,1.0,0.0,124.38999999999999,0.0,1.0,124.38999999999999,3.4,0.49999750001249993,1
9.0,1,3.0,16.0,4,0,3.0,3.0,0,4.0,1,6.0,0.0,21.0,1.0,1.0,7.0,173.14,7.0,1.0,173.14,3.0,0.0,1
0.0,0,1.0,21.0,4,0,3.0,4.0,4,5.0,1,1.0,0.0,19.0,0.0,7.0,3.0,147.74,3.0,7.0,147.74,3.4,0.0,0
12.0,2,1.0,25.0,6,1,2.0,3.0,2,1.0,1,9.0,0.0,14.0,0.0,2.0,2.0,139.02,2.0,2.0,139.02,2.4000000000000004,0.0,0
28.0,2,1.0,8.0,1,1,3.0,4.0,3,1.0,1,9.0,0.0,20.0,1.0,1.0,4.0,126.62,4.0,1.0,126.62,3.4,0.0,0
1.0,2,3.0,9.0,0,0,3.0,3.0,3,4.0,1,2.0,0.0,19.0,1.0,1.0,0.0,128.56,0.0,1.0,128.56,3.0,0.0,0
0.0,1,3.0,15.0,3,1,2.0,3.0,4,1.0,2,2.0,0.0,13.0,0.0,1.0,0.0,110.81,0.0,1.0,110.81,2.4000000000000004,0.0,1
0.0,2,1.0,14.0,4,1,3.0,3.0,3,4.0,2,2.0,1.0,23.0,1.0,1.0,0.0,124.72,0.0,1.0,124.72,3.0,0.49999750001249993,1
9.0,1,3.0,16.0,1,0,3.0,4.0,2,3.0,1,2.0,1.0,13.0,0.0,1.0,7.0,156.73,7.0,1.0,156.73,3.4,0.49999750001249993,0
4.0,2,1.0,26.0,4,1,2.0,3.0,2,3.0,1,2.0,0.0,11.0,0.0,1.0,2.0,141.97,2.0,1.0,141.97,2.4000000000000004,0.0,0
7.0,1,3.0,10.0,4,1,3.0,3.0,0,1.0,1,3.0,1.0,13.0,0.0,1.0,0.0,197.13,0.0,1.0,197.13,3.0,0.3333322222259259,0
9.0,2,1.0,13.0,4,1,2.0,3.0,3,5.0,2,4.0,0.0,14.0,0.0,1.0,2.0,120.62,2.0,1.0,120.62,2.4000000000000004,0.0,0
10.0,2,1.0,13.0,3,1,3.0,3.0,2,5.0,1,6.0,1.0,22.0,0.0,1.0,4.0,142.84,4.0,1.0,142.84,3.0,0.16666638888935187,0
8.0,2,1.0,22.0,6,0,2.0,4.0,2,4.0,1,1.0,1.0,11.0,0.0,1.0,2.0,147.88,2.0,1.0,147.88,2.8,0.9999900000999989,0
18.0,1,1.0,31.0,4,0,3.0,4.0,2,1.0,1,1.0,0.0,13.0,0.0,3.0,8.0,159.06,8.0,3.0,159.06,3.4,0.0,0
9.0,0,2.0,8.0,6,1,3.0,4.0,2,1.0,2,2.0,0.0,21.0,1.0,1.0,8.0,138.86,8.0,1.0,138.86,3.4,0.0,0
13.0,1,1.0,7.0,4,1,3.0,3.0,1,5.0,1,3.0,0.0,11.0,1.0,11.0,16.0,268.23,16.0,11.0,268.23,3.0,0.0,0
0.0,2,1.0,7.0,4,0,3.0,4.0,3,3.0,1,2.0,1.0,13.0,0.0,1.0,0.0,129.33,0.0,1.0,129.33,3.4,0.49999750001249993,0
0.0,1,3.0,8.0,3,0,2.0,1.0,2,3.0,2,1.0,0.0,14.0,0.0,1.0,7.0,165.0,7.0,1.0,165.0,1.6,0.0,0
21.0,0,1.0,28.0,3,0,2.0,3.0,1,1.0,1,4.0,0.0,11.0,1.0,4.0,7.0,271.74,7.0,4.0,271.74,2.4000000000000004,0.0,0
17.0,1,1.0,7.0,4,1,3.0,1.0,2,5.0,1,3.0,0.0,15.0,1.0,2.0,2.0,150.33,2.0,2.0,150.33,2.1999999999999997,0.0,0
9.0,0,1.0,22.0,1,1,2.0,5.0,3,5.0,1,2.0,1.0,23.0,0.0,3.0,0.0,123.07,0.0,3.0,123.07,3.2,0.49999750001249993,1
19.0,2,1.0,14.0,4,1,3.0,3.0,3,1.0,2,2.0,0.0,16.0,0.0,1.0,0.0,125.87,0.0,1.0,125.87,3.0,0.0,1
9.0,1,3.0,23.0,5,1,2.0,4.0,2,4.0,1,3.0,0.0,16.0,1.0,1.0,3.0,155.07,3.0,1.0,155.07,2.8,0.0,0
14.0,2,3.0,14.0,5,0,2.0,3.0,2,4.0,1,6.0,0.0,21.0,0.0,1.0,4.0,143.93,4.0,1.0,143.93,2.4000000000000004,0.0,0
15.0,1,1.0,12.0,3,1,2.0,3.0,0,5.0,1,10.0,0.0,13.0,5.0,2.0,7.0,233.48000000000002,7.0,2.0,233.48000000000002,2.4000000000000004,0.0,0
4.0,1,3.0,16.0,3,0,2.0,3.0,2,1.0,1,3.0,1.0,11.0,1.0,1.0,4.0,165.83,4.0,1.0,165.83,2.4000000000000004,0.3333322222259259,0
7.0,1,3.0,9.0,3,0,3.0,4.0,2,1.0,1,4.0,1.0,12.0,0.0,1.0,1.0,181.03,1.0,1.0,181.03,3.4,0.24999937500156252,0
4.0,2,1.0,10.0,3,0,3.0,1.0,4,3.0,1,9.0,0.0,12.0,1.0,2.0,2.0,139.78,2.0,2.0,139.78,2.1999999999999997,0.0,0
0.0,0,1.0,14.0,6,1,3.0,1.0,3,1.0,1,1.0,0.0,18.0,2.0,7.0,7.0,125.44,7.0,7.0,125.44,2.1999999999999997,0.0,0
18.0,0,1.0,7.0,3,1,2.0,3.0,2,3.0,2,5.0,0.0,12.0,0.0,1.0,3.0,153.99,3.0,1.0,153.99,2.4000000000000004,0.0,0
6.0,1,3.0,16.0,5,1,2.0,3.0,2,3.0,2,2.0,0.0,14.0,0.0,1.0,9.0,154.87,9.0,1.0,154.87,2.4000000000000004,0.0,0
1.0,0,3.0,7.0,4,1,2.0,4.0,2,1.0,1,2.0,1.0,12.0,1.0,1.0,7.0,168.34,7.0,1.0,168.34,2.8,0.49999750001249993,0
0.0,0,3.0,30.0,2,1,2.0,1.0,4,5.0,2,2.0,0.0,17.0,0.0,1.0,0.0,110.91,0.0,1.0,110.91,1.6,0.0,1
12.0,0,3.0,27.0,4,0,2.0,5.0,2,3.0,1,7.0,0.0,19.0,0.0,1.0,2.0,157.36,2.0,1.0,157.36,3.2,0.0,0
9.0,2,1.0,8.0,1,1,2.0,3.0,3,4.0,1,2.0,0.0,11.0,0.0,1.0,2.0,122.25999999999999,2.0,1.0,122.25999999999999,2.4000000000000004,0.0,0
7.0,0,1.0,28.0,6,1,2.0,4.0,2,1.0,1,2.0,1.0,15.0,3.0,6.0,11.0,157.47,11.0,6.0,157.47,2.8,0.49999750001249993,0
0.0,1,3.0,19.0,5,0,2.0,3.0,2,3.0,2,4.0,1.0,11.0,0.0,2.0,2.0,198.54,2.0,2.0,198.54,2.4000000000000004,0.24999937500156252,1
20.0,0,1.0,20.0,1,1,3.0,3.0,2,4.0,1,9.0,0.0,18.0,0.0,1.0,7.0,154.67,7.0,1.0,154.67,3.0,0.0,0
29.0,1,3.0,17.0,5,0,2.0,4.0,2,5.0,1,5.0,0.0,16.0,0.0,1.0,0.0,153.8,0.0,1.0,153.8,2.8,0.0,0
12.0,1,1.0,15.0,3,1,2.0,3.0,2,5.0,1,2.0,0.0,25.0,0.0,7.0,9.0,151.51,9.0,7.0,151.51,2.4000000000000004,0.0,0
9.0,0,1.0,14.0,0,0,2.0,4.0,2,4.0,1,2.0,1.0,16.0,1.0,1.0,7.0,121.33000000000001,7.0,1.0,121.33000000000001,2.8,0.49999750001249993,0
60.0,1,3.0,27.0,4,0,3.0,3.0,1,1.0,1,5.0,1.0,13.0,1.0,1.0,0.0,278.75,0.0,1.0,278.75,3.0,0.19999960000080003,0
0.0,0,1.0,14.0,4,0,2.0,1.0,3,3.0,2,4.0,1.0,14.0,0.0,1.0,3.0,124.32,3.0,1.0,124.32,1.6,0.24999937500156252,1
11.0,2,1.0,15.0,4,1,3.0,3.0,4,1.0,1,3.0,0.0,19.0,0.0,1.0,3.0,147.71,3.0,1.0,147.71,3.0,0.0,0
22.0,0,1.0,8.0,4,1,2.0,3.0,5,1.0,1,4.0,0.0,15.0,1.0,4.0,3.0,291.61,3.0,4.0,291.61,2.4000000000000004,0.0,0
15.0,1,3.0,18.0,5,1,3.0,3.0,2,1.0,1,4.0,1.0,12.0,1.0,1.0,0.0,150.87,0.0,1.0,150.87,3.0,0.24999937500156252,0
0.0,0,2.0,28.0,6,0,3.0,4.0,3,4.0,1,2.0,0.0,12.0,1.0,1.0,0.0,128.63,0.0,1.0,128.63,3.4,0.0,1
8.0,1,3.0,24.0,3,1,3.0,3.0,2,5.0,1,1.0,0.0,16.0,1.0,1.0,4.0,155.61,4.0,1.0,155.61,3.0,0.0,0
9.0,0,1.0,22.0,0,1,2.0,3.0,3,3.0,2,2.0,0.0,14.0,0.0,1.0,4.0,121.44,4.0,1.0,121.44,2.4000000000000004,0.0,0
4.0,0,1.0,9.0,0,1,3.0,3.0,3,5.0,1,2.0,1.0,13.0,2.0,2.0,3.0,130.65,3.0,2.0,130.65,3.0,0.49999750001249993,0
9.0,0,1.0,15.0,4,1,3.0,1.0,3,4.0,1,2.0,0.0,22.0,1.0,1.0,2.0,128.1,2.0,1.0,128.1,2.1999999999999997,0.0,0
7.0,1,3.0,7.0,5,1,2.0,3.0,0,1.0,2,2.0,0.0,21.0,2.0,2.0,1.0,198.88,1.0,2.0,198.88,2.4000000000000004,0.0,0
7.0,1,3.0,19.0,3,1,2.0,3.0,0,3.0,1,2.0,0.0,18.0,0.0,1.0,1.0,186.28,1.0,1.0,186.28,2.4000000000000004,0.0,0
0.0,2,1.0,7.0,0,1,3.0,3.0,3,5.0,2,1.0,0.0,13.0,7.0,7.0,6.0,128.67,6.0,7.0,128.67,3.0,0.0,0
2.0,1,1.0,7.0,4,1,2.0,3.0,2,5.0,1,1.0,0.0,12.0,0.0,1.0,2.0,153.73,2.0,1.0,153.73,2.4000000000000004,0.0,0
5.0,0,1.0,21.0,3,0,2.0,3.0,2,1.0,1,6.0,0.0,18.0,0.0,1.0,2.0,166.67,2.0,1.0,166.67,2.4000000000000004,0.0,0
4.0,0,1.0,7.0,4,1,2.0,5.0,2,5.0,1,2.0,0.0,21.0,6.0,8.0,7.0,150.03,7.0,8.0,150.03,3.2,0.0,0
0.0,2,1.0,14.0,1,1,2.0,4.0,3,1.0,1,6.0,0.0,12.0,1.0,1.0,3.0,123.66999999999999,3.0,1.0,123.66999999999999,2.8,0.0,1
11.0,2,3.0,7.0,4,1,3.0,4.0,3,5.0,2,5.0,0.0,14.0,1.0,1.0,0.0,128.58,0.0,1.0,128.58,3.4,0.0,0
8.0,1,3.0,13.0,4,0,2.0,3.0,2,1.0,1,2.0,1.0,11.0,1.0,1.0,9.0,152.04,9.0,1.0,152.04,2.4000000000000004,0.49999750001249993,0
0.0,2,3.0,15.0,5,1,2.0,3.0,2,1.0,2,2.0,0.0,14.0,1.0,1.0,7.0,141.05,7.0,1.0,141.05,2.4000000000000004,0.0,0
5.0,1,1.0,11.0,4,1,2.0,4.0,2,1.0,2,9.0,0.0,24.0,1.0,1.0,0.0,196.79,0.0,1.0,196.79,2.8,0.0,0
0.0,0,3.0,32.0,5,1,3.0,3.0,2,1.0,1,2.0,1.0,11.0,0.0,1.0,8.0,156.17,8.0,1.0,156.17,3.0,0.49999750001249993,1
16.0,1,3.0,30.0,4,1,3.0,3.0,0,5.0,2,7.0,1.0,13.0,0.0,2.0,2.0,204.48,2.0,2.0,204.48,3.0,0.14285693877580175,1
27.0,2,1.0,15.0,4,0,3.0,3.0,2,3.0,1,4.0,0.0,11.0,1.0,2.0,3.0,128.97,3.0,2.0,128.97,3.0,0.0,0
6.0,0,1.0,13.0,4,1,2.0,3.0,2,3.0,1,2.0,0.0,20.0,0.0,2.0,8.0,159.68,8.0,2.0,159.68,2.4000000000000004,0.0,0
16.0,1,1.0,17.0,4,1,1.0,3.0,0,3.0,1,2.0,0.0,17.0,1.0,1.0,9.0,175.1,9.0,1.0,175.1,1.8000000000000003,0.0,0
11.0,0,2.0,7.0,6,1,3.0,3.0,3,4.0,1,1.0,1.0,11.0,0.0,1.0,2.0,129.91,2.0,1.0,129.91,3.0,0.9999900000999989,0
28.0,1,2.0,32.0,6,1,3.0,1.0,5,4.0,1,5.0,1.0,15.0,1.0,1.0,4.0,296.36,4.0,1.0,296.36,2.1999999999999997,0.19999960000080003,0
4.0,1,1.0,8.0,3,0,2.0,5.0,4,1.0,1,2.0,1.0,11.0,0.0,1.0,0.0,111.28999999999999,0.0,1.0,111.28999999999999,3.2,0.49999750001249993,0
12.0,1,3.0,21.0,5,1,3.0,3.0,1,5.0,2,1.0,0.0,12.0,4.0,2.0,10.0,233.41000000000003,10.0,2.0,233.41000000000003,3.0,0.0,0
15.0,0,1.0,29.0,4,1,2.0,4.0,2,3.0,2,2.0,0.0,12.0,3.0,3.0,7.0,143.32,7.0,3.0,143.32,2.8,0.0,0
4.0,0,1.0,16.0,3,0,2.0,3.0,0,3.0,1,5.0,0.0,20.0,3.0,4.0,3.0,210.31,3.0,4.0,210.31,2.4000000000000004,0.0,0
27.0,2,1.0,16.0,3,0,3.0,3.0,2,5.0,2,7.0,1.0,19.0,0.0,1.0,4.0,144.4,4.0,1.0,144.4,3.0,0.14285693877580175,0
0.0,2,1.0,7.0,4,1,2.0,4.0,2,3.0,2,2.0,0.0,12.0,1.0,1.0,2.0,146.17,2.0,1.0,146.17,2.8,0.0,0
0.0,2,1.0,14.0,6,1,3.0,3.0,3,1.0,2,2.0,0.0,13.0,1.0,1.0,4.0,126.47,4.0,1.0,126.47,3.0,0.0,0
13.0,0,1.0,17.0,1,0,3.0,3.0,2,3.0,1,2.0,0.0,11.0,7.0,9.0,4.0,163.23,4.0,9.0,163.23,3.0,0.0,0
13.0,1,3.0,8.0,5,0,3.0,3.0,2,4.0,1,4.0,0.0,14.0,1.0,5.0,10.0,156.77,10.0,5.0,156.77,3.0,0.0,0
9.0,2,2.0,8.0,6,0,2.0,3.0,3,4.0,1,5.0,0.0,14.0,0.0,1.0,2.0,121.87,2.0,1.0,121.87,2.4000000000000004,0.0,0
3.0,2,1.0,7.0,3,1,3.0,3.0,4,4.0,1,2.0,0.0,13.0,1.0,1.0,7.0,137.48,7.0,1.0,137.48,3.0,0.0,0
0.0,2,1.0,8.0,6,1,2.0,3.0,4,3.0,1,7.0,1.0,19.0,0.0,1.0,2.0,139.77,2.0,1.0,139.77,2.4000000000000004,0.14285693877580175,0
20.0,1,1.0,31.0,3,1,2.0,3.0,0,3.0,2,3.0,0.0,23.0,9.0,12.0,11.0,186.33,11.0,12.0,186.33,2.4000000000000004,0.0,0
9.0,0,1.0,7.0,0,1,2.0,4.0,3,3.0,1,2.0,0.0,12.0,0.0,1.0,0.0,120.08000000000001,0.0,1.0,120.08000000000001,2.8,0.0,0
11.0,2,3.0,7.0,4,1,2.0,3.0,2,4.0,1,1.0,0.0,15.0,1.0,5.0,8.0,144.4,8.0,5.0,144.4,2.4000000000000004,0.0,0
4.0,2,3.0,8.0,4,1,3.0,3.0,3,3.0,1,1.0,0.0,19.0,0.0,1.0,2.0,130.67,2.0,1.0,130.67,3.0,0.0,0
11.0,0,1.0,12.0,4,1,3.0,4.0,2,3.0,1,3.0,0.0,11.0,2.0,7.0,7.0,153.21,7.0,7.0,153.21,3.4,0.0,0
15.0,1,1.0,24.0,4,1,2.0,3.0,2,5.0,1,7.0,1.0,17.0,1.0,1.0,2.0,154.1,2.0,1.0,154.1,2.4000000000000004,0.14285693877580175,0
14.0,2,1.0,7.0,4,1,3.0,3.0,3,1.0,1,4.0,0.0,22.0,0.0,1.0,0.0,127.82,0.0,1.0,127.82,3.0,0.0,0
20.0,0,1.0,7.0,3,0,3.0,3.0,0,4.0,1,1.0,0.0,18.0,0.0,5.0,3.0,219.57,3.0,5.0,219.57,3.0,0.0,0
8.0,2,1.0,17.0,0,1,2.0,3.0,3,3.0,1,8.0,1.0,11.0,2.0,2.0,2.0,126.6,2.0,2.0,126.6,2.4000000000000004,0.12499984375019532,0
0.0,2,1.0,7.0,4,1,3.0,3.0,3,3.0,2,1.0,0.0,12.0,1.0,1.0,2.0,133.75,2.0,1.0,133.75,3.0,0.0,0
8.0,1,1.0,15.0,3,1,2.0,3.0,2,3.0,2,2.0,0.0,19.0,0.0,1.0,8.0,150.98,8.0,1.0,150.98,2.4000000000000004,0.0,0
6.0,2,1.0,21.0,3,0,3.0,3.0,2,1.0,1,1.0,1.0,13.0,6.0,8.0,1.0,148.78,1.0,8.0,148.78,3.0,0.9999900000999989,0
5.0,2,1.0,35.0,4,0,3.0,4.0,3,4.0,2,2.0,0.0,13.0,0.0,4.0,1.0,128.37,1.0,4.0,128.37,3.4,0.0,0
13.0,2,1.0,14.0,4,1,2.0,3.0,3,1.0,1,9.0,0.0,19.0,1.0,1.0,0.0,124.06,0.0,1.0,124.06,2.4000000000000004,0.0,0
9.0,2,3.0,7.0,0,1,3.0,4.0,3,4.0,1,1.0,0.0,14.0,2.0,2.0,2.0,122.69,2.0,2.0,122.69,3.4,0.0,0
12.0,2,1.0,30.0,4,1,2.0,3.0,2,1.0,2,8.0,0.0,13.0,0.0,1.0,7.0,141.08,7.0,1.0,141.08,2.4000000000000004,0.0,0
11.0,1,1.0,16.0,3,0,3.0,5.0,0,3.0,1,4.0,0.0,12.0,0.0,2.0,11.0,232.06,11.0,2.0,232.06,3.8,0.0,0
5.0,1,3.0,7.0,5,0,2.0,3.0,0,1.0,1,2.0,0.0,19.0,0.0,5.0,7.0,204.22,7.0,5.0,204.22,2.4000000000000004,0.0,0
10.0,1,1.0,16.0,4,0,2.0,1.0,0,1.0,1,2.0,1.0,25.0,5.0,2.0,8.0,237.44,8.0,2.0,237.44,1.6,0.49999750001249993,0
0.0,2,3.0,14.0,6,0,2.0,3.0,2,3.0,1,1.0,1.0,22.0,0.0,1.0,4.0,149.07,4.0,1.0,149.07,2.4000000000000004,0.9999900000999989,0
25.0,0,3.0,35.0,4,1,2.0,3.0,3,1.0,1,3.0,0.0,15.0,1.0,1.0,0.0,134.82,0.0,1.0,134.82,2.4000000000000004,0.0,0
17.0,2,1.0,14.0,0,1,2.0,3.0,3,1.0,2,7.0,1.0,12.0,1.0,1.0,2.0,124.36000000000001,2.0,1.0,124.36000000000001,2.4000000000000004,0.14285693877580175,0
0.0,2,3.0,14.0,0,1,2.0,3.0,3,5.0,2,2.0,1.0,11.0,1.0,1.0,2.0,123.80000000000001,2.0,1.0,123.80000000000001,2.4000000000000004,0.49999750001249993,0
12.0,0,1.0,15.0,4,1,2.0,3.0,5,1.0,2,3.0,0.0,15.0,1.0,1.0,3.0,294.31,3.0,1.0,294.31,2.4000000000000004,0.0,0
9.0,0,3.0,15.0,5,1,2.0,3.0,4,5.0,1,2.0,0.0,19.0,1.0,1.0,0.0,117.9,0.0,1.0,117.9,2.4000000000000004,0.0,1
9.0,1,3.0,9.0,3,0,3.0,4.0,0,1.0,1,1.0,0.0,19.0,0.0,3.0,4.0,176.44,4.0,3.0,176.44,3.4,0.0,0
9.0,0,1.0,10.0,4,0,3.0,3.0,2,4.0,1,8.0,0.0,13.0,0.0,1.0,2.0,151.31,2.0,1.0,151.31,3.0,0.0,0
29.0,0,1.0,7.0,4,1,2.0,3.0,2,3.0,1,2.0,0.0,21.0,0.0,1.0,9.0,163.06,9.0,1.0,163.06,2.4000000000000004,0.0,0
0.0,2,1.0,7.0,3,1,2.0,3.0,4,1.0,1,10.0,1.0,14.0,2.0,2.0,2.0,147.87,2.0,2.0,147.87,2.4000000000000004,0.0999999000001,1
15.0,1,1.0,8.0,4,1,2.0,3.0,5,3.0,1,6.0,0.0,11.0,1.0,4.0,14.0,288.8,14.0,4.0,288.8,2.4000000000000004,0.0,0
19.0,2,1.0,14.0,1,1,3.0,3.0,3,3.0,1,9.0,0.0,11.0,6.0,9.0,8.0,123.38999999999999,8.0,9.0,123.38999999999999,3.0,0.0,1
14.0,1,1.0,34.0,4,0,2.0,4.0,1,4.0,1,1.0,0.0,23.0,1.0,2.0,10.0,235.7,10.0,2.0,235.7,2.8,0.0,0
7.0,1,3.0,34.0,5,0,3.0,4.0,2,3.0,1,2.0,0.0,21.0,1.0,1.0,7.0,167.12,7.0,1.0,167.12,3.4,0.0,0
9.0,0,3.0,21.0,5,1,2.0,5.0,2,1.0,1,2.0,0.0,24.0,5.0,11.0,11.0,154.06,11.0,11.0,154.06,3.2,0.0,0
14.0,1,3.0,9.0,4,1,2.0,4.0,2,4.0,1,3.0,0.0,11.0,1.0,1.0,4.0,189.38,4.0,1.0,189.38,2.8,0.0,0
5.0,2,1.0,14.0,1,1,3.0,3.0,3,5.0,2,2.0,0.0,14.0,0.0,1.0,2.0,124.38999999999999,2.0,1.0,124.38999999999999,3.0,0.0,0
8.0,1,2.0,32.0,4,0,2.0,3.0,0,1.0,2,2.0,1.0,16.0,1.0,1.0,7.0,188.37,7.0,1.0,188.37,2.4000000000000004,0.49999750001249993,0
11.0,1,3.0,16.0,4,0,3.0,3.0,2,1.0,1,2.0,0.0,11.0,0.0,1.0,9.0,153.43,9.0,1.0,153.43,3.0,0.0,0
13.0,0,3.0,7.0,4,1,3.0,3.0,2,3.0,1,8.0,0.0,12.0,1.0,1.0,1.0,167.28,1.0,1.0,167.28,3.0,0.0,1
9.0,1,3.0,17.0,5,0,3.0,4.0,2,1.0,1,5.0,0.0,13.0,1.0,1.0,0.0,166.52,0.0,1.0,166.52,3.4,0.0,0
18.0,2,3.0,26.0,4,0,2.0,3.0,2,3.0,2,9.0,0.0,15.0,0.0,1.0,1.0,148.5,1.0,1.0,148.5,2.4000000000000004,0.0,0
13.0,2,1.0,8.0,4,1,3.0,4.0,3,3.0,2,3.0,0.0,14.0,0.0,2.0,2.0,128.09,2.0,2.0,128.09,3.4,0.0,0
8.0,0,1.0,24.0,4,1,3.0,3.0,2,3.0,1,2.0,1.0,14.0,0.0,1.0,2.0,156.89,2.0,1.0,156.89,3.0,0.49999750001249993,0
9.0,1,1.0,8.0,0,0,3.0,3.0,3,3.0,1,3.0,0.0,14.0,0.0,1.0,2.0,120.00999999999999,2.0,1.0,120.00999999999999,3.0,0.0,0
8.0,2,1.0,7.0,4,0,3.0,5.0,3,1.0,1,2.0,0.0,12.0,1.0,1.0,1.0,129.77,1.0,1.0,129.77,3.8,0.0,0
2.0,2,1.0,19.0,6,1,2.0,4.0,2,4.0,1,5.0,1.0,13.0,0.0,1.0,3.0,140.25,3.0,1.0,140.25,2.8,0.19999960000080003,0
2.0,2,1.0,34.0,3,0,3.0,4.0,4,5.0,2,2.0,0.0,14.0,0.0,1.0,4.0,137.85,4.0,1.0,137.85,3.4,0.0,0
13.0,1,3.0,34.0,5,1,2.0,4.0,0,5.0,1,5.0,1.0,13.0,2.0,2.0,0.0,208.54000000000002,0.0,2.0,208.54000000000002,2.8,0.19999960000080003,1
12.0,1,3.0,30.0,5,0,2.0,4.0,1,1.0,1,1.0,0.0,11.0,3.0,9.0,3.0,220.31,3.0,9.0,220.31,2.8,0.0,0
4.0,0,1.0,11.0,3,1,3.0,3.0,2,5.0,2,1.0,0.0,19.0,1.0,1.0,7.0,199.36,7.0,1.0,199.36,3.0,0.0,0
0.0,2,3.0,11.0,6,0,3.0,4.0,3,3.0,2,1.0,0.0,18.0,1.0,1.0,0.0,129.66,0.0,1.0,129.66,3.4,0.0,0
9.0,0,1.0,14.0,0,1,2.0,1.0,2,1.0,1,5.0,0.0,17.0,0.0,1.0,3.0,125.71000000000001,3.0,1.0,125.71000000000001,1.6,0.0,0
12.0,1,1.0,12.0,3,1,2.0,4.0,0,5.0,1,5.0,0.0,15.0,0.0,1.0,7.0,199.91,7.0,1.0,199.91,2.8,0.0,0
0.0,1,1.0,10.0,4,1,2.0,1.0,2,4.0,1,2.0,1.0,20.0,0.0,1.0,3.0,161.42,3.0,1.0,161.42,1.6,0.49999750001249993,0
22.0,0,3.0,8.0,3,1,3.0,4.0,2,4.0,1,3.0,0.0,14.0,1.0,1.0,8.0,153.9,8.0,1.0,153.9,3.4,0.0,0
7.0,2,1.0,14.0,3,1,2.0,1.0,2,3.0,1,3.0,0.0,12.0,1.0,1.0,2.0,144.04,2.0,1.0,144.04,1.6,0.0,0
5.0,1,3.0,7.0,4,0,4.0,4.0,2,2.0,2,10.0,1.0,12.0,2.0,2.0,6.0,184.93,6.0,2.0,184.93,4.0,0.0999999000001,1
1.0,2,1.0,9.0,6,1,4.0,5.0,4,3.0,2,8.0,1.0,16.0,1.0,2.0,1.0,145.9,1.0,2.0,145.9,4.4,0.12499984375019532,1
1.0,2,1.0,31.0,4,1,3.0,5.0,4,3.0,2,7.0,1.0,15.0,1.0,2.0,4.0,145.28,4.0,2.0,145.28,3.8,0.14285693877580175,1
1.0,1,3.0,16.0,4,1,3.0,5.0,2,5.0,2,9.0,0.0,24.0,1.0,2.0,4.0,159.07,4.0,2.0,159.07,3.8,0.0,1
1.0,1,1.0,13.0,3,1,3.0,4.0,4,5.0,2,4.0,0.0,12.0,2.0,2.0,4.0,154.6,4.0,2.0,154.6,3.4,0.0,1
